ID	Year	Title	Valence
2019_79	2019	Knockin' Boots	valence-score
2019_80	2019	Trip	valence-score
2019_81	2019	Rumor	valence-score
2019_82	2019	Swervin	valence-score
2019_83	2019	How Do You Sleep?	valence-score
2019_84	2019	Baby	valence-score
2019_85	2019	Look What God Gave Her	valence-score
2019_86	2019	Good As You	valence-score
2019_87	2019	Clout	valence-score
2019_88	2019	Love Lies	valence-score
2019_89	2019	One Thing Right	valence-score
2019_90	2019	Cash Shit	valence-score
2019_91	2019	Tequila	valence-score
2019_92	2019	Shotta Flow	valence-score
2019_93	2019	Hot Girl Summer	valence-score
2019_94	2019	Talk You Out Of It	valence-score
2019_95	2019	Beautiful	valence-score
2019_96	2019	Eyes On You	valence-score
2019_97	2019	All To Myself	valence-score
2019_98	2019	Boyfriend	valence-score
2019_99	2019	Walk Me Home	valence-score
2019_100	2019	Robbery	valence-score
